1,1,1,1,1,0,0,1,0,0,はじめまして！きみは何ていう名前なの？,1,2,2,2,,2,0,0,0,0,0,,1,1
2,1,0,2,1,0,0,1,0,0,%＜飼い主＞！これからよろしくね！,2,1,0,1,,0,0,0,0,0,0,,1,1
3,2,1,1,1,0,0,1,0,0,ぼくにはまだ名前がないんだ。%＜飼い主＞、ぼくに名前をつけてくれる？,1,2,1,2,,2,0,0,0,0,0,,1,1
4,18,0,2,1,0,0,1,0,0,%＜ペット名＞…！%＜飼い主＞名前をつけてくれてありがとう！,2,1,0,2,,3,0,0,0,0,0,,1,1
5,18,0,3,1,0,0,1,0,0,%＜ペット名＞は遊ぶのと言葉を聞くのが大好きなんだ！一緒に遊んでね！,2,1,0,2,,4,0,0,0,0,0,,1,1
6,18,0,4,1,0,0,1,0,0,%＜ペット名＞と3つのミニゲームで遊ぶことが出来るよ！1つずつ紹介するね！,2,1,0,2,,5,0,0,0,0,0,,1,1
7,18,0,5,1,0,0,1,0,0,クイズモードでは6つのジャンルがあるから、プレイしたいものを選んでね♪,2,1,0,2,,6,0,0,0,0,0,,1,1
8,18,0,6,1,0,0,1,0,0,三目並べは、%＜ペット名＞と勝負！縦・横・斜めのどれかで3つ揃えると勝利！,2,1,0,2,,7,0,0,0,0,0,,1,1
9,18,0,7,1,0,0,1,0,0,SpellGridは、ヒントからことばを繋げて作ってね！出来たら画面を強く押して回答！,2,1,0,2,,8,0,0,0,0,0,,1,1
10,18,0,8,1,0,0,1,0,0,%＜ペット名＞をタッチしてくれると、おはなしするよ！好きなものや場所を%＜ペット名＞に教えてね！,10,1,0,2,,9,0,0,0,0,0,,1,1
11,18,0,9,1,0,0,1,0,0,通知なとのオプションはiPhoneで設定出来るよ！じゃあ、これからよろしくね、%＜飼い主＞！,11,1,0,1,,0,0,0,0,0,0,,1,1
12,3,1,1,1,0,0,1,0,0,ランクが上がったよ！,2,1,0,1,,0,0,0,0,0,0,,1,1
13,3,2,1,1,0,0,1,0,0,ランクアップ！！,2,1,0,1,,0,0,0,0,0,0,,1,1
14,3,3,1,1,0,0,1,0,0,%＜飼い主＞のおかげでランクアップできたよ！,2,1,0,1,,0,0,0,0,0,0,,1,1
15,5,1,1,1,0,0,1,0,0,%＜ペット名＞の一番好きな食べ物は%＜食べ物＞なんだけど、%＜飼い主＞は何が好き？,1,2,7,4,%＜索引[2]＞,2,3,0,0,0,0,,1,1
16,5,0,2,1,0,0,1,0,0,%＜飼い主＞も一番%＜索引[2]＞が好きなんだね！,10,1,0,1,,0,0,5,20,5,2,%＜索引[2]＞,1,1
17,5,0,3,1,0,0,1,0,0,%＜プレイヤー入力＞・・・,1,1,0,3,,4,5,0,0,0,0,,1,1
18,5,0,4,1,0,0,1,0,0,それなら%＜ペット名＞も知ってるよ！,2,1,0,1,,0,0,0,10,5,1,%＜索引[2]＞,1,1
19,5,0,5,1,0,0,1,0,0,うぅぅ・・%＜ペット名＞は%＜プレイヤー入力＞を初めて知ったよ～,4,1,0,1,,0,0,0,5,20,0,,1,1
20,5,2,6,1,0,0,1,0,0,どこか景色のいい場所にいきたいな・・・。%＜飼い主＞はどこか景色のいい場所を知ってる？,1,2,4,3,,7,8,0,0,0,0,,1,1
21,5,0,7,1,0,0,1,0,0,%＜プレイヤー入力＞は知ってるよ、%＜ペット名＞もいい所だと思うよ！,1,1,0,1,,0,0,0,10,5,1,%＜索引[2]＞,1,1
22,5,0,8,1,0,0,1,0,0,%＜ペット名＞の知らない場所だね、今度連れていってよ〜,2,1,0,1,,0,0,0,5,20,0,,1,1
23,5,3,9,1,0,0,1,0,0,%＜ペット名＞は遊園地に行きたいよ・・・%＜飼い主＞連れてって～,4,3,0,5,,10,11,0,0,0,0,,1,1
24,5,0,10,1,0,0,1,0,0,やったね！%＜飼い主＞と一緒～♪,2,1,0,1,,0,0,3,15,0,0,,1,1
25,5,0,11,1,0,0,1,0,0,%＜飼い主＞はジェットコースター苦手なの…？,4,1,0,1,,0,0,-5,-5,0,0,,1,1
26,5,4,12,1,0,0,1,0,0,%＜飼い主＞は最近ハマッてる食べ物ってある？教えてほしいな～,1,2,7,4,%＜索引[2]＞,13,14,0,0,0,0,,1,1
27,5,0,13,1,0,0,1,0,0,%＜飼い主＞も%＜プレイヤー入力＞が好きなんだね！,10,1,0,1,,0,0,5,10,5,2,%＜索引[2]＞,1,1
28,5,0,14,1,0,0,1,0,0,%＜プレイヤー入力＞！食べてみたいな～！,5,1,0,1,,0,0,0,0,20,0,,1,1
29,5,5,17,1,0,0,1,0,0,%＜飼い主＞はどんなジュースが好き？教えてほしいな～,1,2,16,3,,18,19,0,0,0,0,,1,1
30,5,0,18,1,0,0,1,0,0,%＜ペット名＞もはぼくもすき～♪,1,1,0,1,,0,0,0,5,5,1,%＜索引[2]＞,1,1
31,5,0,19,1,0,0,1,0,0,%＜プレイヤー入力＞！初めて知ったよ～,2,1,0,1,,0,0,0,2,20,0,,1,1
32,5,6,20,1,0,0,1,0,0,%＜ペット名＞は泳いでみたいんだけど、%＜飼い主＞は泳ぐのは好き？,1,3,0,5,,21,22,0,0,0,0,,1,1
33,5,0,21,1,0,0,1,0,0,%＜飼い主＞と一緒に泳ぎに行きたいな♪,2,1,0,1,,0,0,5,5,0,0,,1,1
34,5,0,22,1,0,0,1,0,0,もったいないな～%＜飼い主＞～,4,1,0,1,,0,0,-5,-5,0,0,,1,1
35,5,7,23,1,0,0,1,0,0,%＜ペット名＞は今%＜食べ物＞にハマッてるんだよね。%＜飼い主＞は%＜食べ物＞好き？,1,3,0,5,,24,25,0,0,0,0,,1,1
36,5,0,24,1,0,0,1,0,0,%＜飼い主＞も好きで嬉しいな♪,2,1,0,1,,0,0,5,5,0,0,,1,1
37,5,0,25,1,0,0,1,0,0,%＜飼い主＞も食べてみてよ～,1,1,0,1,,0,0,-3,-4,0,0,,1,1
38,5,8,26,1,0,0,1,0,0,%＜ペット名＞、%＜地名＞にいきたいなー。%＜飼い主＞連れてってくれるよね？,1,3,0,5,,27,28,0,0,0,0,,1,1
39,5,0,27,1,0,0,1,0,0,%＜飼い主＞大好きー,2,1,0,1,,0,0,-2,5,0,0,,1,1
40,5,0,28,1,0,0,1,0,0,%＜飼い主＞、困らせちゃってごめんね。,1,1,0,1,,0,0,5,0,0,0,,1,1
41,5,9,29,1,0,0,1,0,0,今夜は%＜飼い主＞と一緒に寝たいなー！,1,3,0,5,,30,31,0,0,0,0,,1,1
42,5,0,30,1,0,0,1,0,0,やったー！%＜飼い主＞と寝るの楽しみだな～,2,1,0,1,,0,0,2,10,0,0,,1,1
43,5,0,31,1,0,0,1,0,0,いいもん！一人で寝るもん！,3,1,0,1,,0,0,-2,-10,0,0,,1,1
44,5,10,32,1,0,0,1,0,0,%＜飼い主＞！%＜ペット名＞にマッサージして～？,1,3,0,5,,33,34,0,0,0,0,,1,1
45,5,0,33,1,0,0,1,0,0,きもちいい～,2,1,0,1,,0,0,-3,10,0,0,,1,1
46,5,0,34,1,0,0,1,0,0,うー、ごめんなさい・・・,4,1,0,1,,0,0,5,-10,0,0,,1,1
47,5,11,35,1,0,0,1,0,0,%＜地名＞に行きたいんだけど付いてきてくれる？,1,3,0,5,,36,37,0,0,0,0,,1,1
48,5,0,36,1,0,0,1,0,0,%＜飼い主＞と一緒♪,11,1,0,1,,0,0,0,0,0,0,,1,1
49,5,0,37,1,0,0,1,0,0,分かったもん、一人で行ってくるね。,1,1,0,1,,0,0,0,0,0,0,,1,1
50,5,12,38,1,0,0,1,0,0,%＜ペット名＞は%＜癒やし＞してると癒やされるんだー、%＜飼い主＞も好き？,1,3,0,5,,39,40,0,0,0,0,,1,1
51,5,0,39,1,0,0,1,0,0,%＜飼い主＞と%＜癒やし＞したいー！,2,1,0,1,,0,0,4,4,0,0,,1,1
52,5,0,40,1,0,0,1,0,0,%＜飼い主＞、困らせちゃってごめんね。,1,1,0,1,,0,0,0,-5,0,0,,1,1
53,5,13,41,1,0,0,1,0,0,今夜は%＜飼い主＞と%＜食べ物＞食べたいなー！,1,3,0,5,,42,43,0,0,0,0,,1,1
54,5,0,42,1,0,0,1,0,0,やったー！準備しよー♪,2,1,0,1,,0,0,6,6,0,0,,1,1
55,5,0,43,1,0,0,1,0,0,むー・・・悲しいよ…,3,1,0,1,,0,0,-3,-3,0,0,,1,1
56,5,14,44,2,0,50,13,13,18,ご飯の前に%＜おやつ＞食べたいな～、いいよね？,1,3,0,5,,45,46,0,0,0,0,,1,1
57,5,0,45,1,0,0,1,0,0,%＜飼い主＞ありがとー,2,1,0,1,,0,0,-1,8,0,0,,1,1
58,5,0,46,1,0,0,1,0,0,むむむ…そうだね、御飯食べられなくなっちゃうもんね、我慢するよ。,9,1,0,1,,0,0,4,-2,0,0,,1,1
59,5,15,47,1,0,0,1,0,0,%＜飼い主＞と%＜遊び＞したいな！,1,3,0,5,,48,49,0,0,0,0,,1,1
60,5,0,48,1,0,0,1,0,0,やったー！遊ぼう！,2,1,0,1,,0,0,5,8,0,0,,1,1
61,5,0,49,1,0,0,1,0,0,忙しい？また今度お願いね？,9,1,0,1,,0,0,-3,-3,0,0,,1,1
62,5,16,50,1,0,0,1,0,0,%＜ジュース＞が飲みたいな！買ってきて～,1,3,0,5,,51,52,0,0,0,0,,1,1
63,5,0,51,1,0,0,1,0,0,ありがとう♪,2,1,0,1,,0,0,-1,8,0,0,,1,1
64,5,0,52,1,0,0,1,0,0,じゃあ今度一緒に飲もうね～,1,1,0,1,,0,0,4,-2,0,0,,1,1
65,5,17,53,1,0,0,1,0,0,%＜ペット名＞は%＜時間＞が好きなんだー、%＜飼い主＞はどう？,1,3,0,5,,54,55,0,0,0,0,,1,1
66,5,0,54,1,0,0,1,0,0,一緒だね！うれしいなー,2,1,0,1,,0,0,5,8,0,0,,1,1
67,5,0,55,1,0,0,1,0,0,%＜飼い主＞は他の時間が好きなんだねー,1,1,0,1,,0,0,１,3,0,0,,1,1
68,5,18,56,3,80,100,6,50,100,%＜飼い主＞、いろいろとしてくれてありがとうね！これからよろしくね！,1,3,0,5,,57,58,5,5,0,0,,1,1
69,5,0,57,1,0,0,1,0,0,えへへ～♪もっと遊ぼう！,2,1,0,1,,0,0,2,5,0,0,,1,1
70,5,0,58,1,0,0,1,0,0,え…%＜ペット名＞じゃダメなの…？,4,1,0,1,,0,0,-10,-10,0,0,,1,1
71,5,18,59,3,0,30,6,0,40,%＜飼い主＞は%＜ペット名＞のこと嫌いなの…？,9,3,0,5,,60,61,5,5,0,0,,1,1
72,5,0,60,1,0,0,1,0,0,これからも%＜ペット名＞と友達してね…？,12,1,0,1,,0,0,5,5,0,0,,1,1
73,5,0,61,1,0,0,1,0,0,そうだったんだね・・・ごめんね・・・,4,1,0,1,,0,0,-10,-10,0,0,,1,1
74,5,18,62,13,20,23,6,50,100,夜だね～、一緒に月を見ない？,1,3,0,5,,63,64,5,5,0,0,,1,1
75,5,0,63,1,0,0,1,0,0,ありがとう！%＜飼い主＞と一緒♪,2,1,0,1,,0,0,3,5,0,0,,1,1
76,5,0,64,1,0,0,1,0,0,せっかくなのに悲しいな・・・,4,1,0,1,,0,0,-4,--4,0,0,,1,1
77,6,1,1,1,0,0,1,0,0,ヒントから単語を連想してね,1,1,0,1,,0,0,0,0,0,0,,1,1
78,6,2,1,1,0,0,1,0,0,%＜飼い主＞は分かるかな？,1,1,0,1,,0,0,0,0,0,0,,1,1
79,6,3,1,1,0,0,1,0,0,文字を繋げて単語を作ってね！,1,1,0,1,,0,0,0,0,0,0,,1,1
80,6,4,1,1,0,0,1,0,0,分かったら単語を入力してね！,1,1,0,1,,0,0,0,0,0,0,,1,1
81,6,5,1,1,0,0,1,0,0,答えを入力したら画面を押し込んでね！,1,1,0,1,,0,0,0,0,0,0,,1,1
82,6,6,1,1,0,0,1,0,0,答えを入力し終わったら画面を強く押して回答してね！,1,1,0,1,,0,0,0,0,0,0,,1,1
83,6,7,1,1,0,0,1,0,0,早く答えたら経験値とコインが増えるよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
84,6,8,1,1,0,0,1,0,0,分かったら単語を入力してね！,1,1,0,1,,0,0,0,0,0,0,,1,1
85,7,1,1,1,0,0,1,0,0,まけないよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
86,7,2,1,1,0,0,1,0,0,ぜったいかつからね！,1,1,0,1,,0,0,0,0,0,0,,1,1
87,7,3,1,1,0,0,1,0,0,%＜ペット名＞に勝てるかな？,1,1,0,1,,0,0,0,0,0,0,,1,1
88,7,4,1,1,0,0,1,0,0,お手柔らかに！,1,1,0,1,,0,0,0,0,0,0,,1,1
89,7,5,1,1,0,0,1,0,0,%＜飼い主＞には負けないよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
90,7,6,1,1,0,0,1,0,0,練習してきたんだ！,1,1,0,1,,0,0,0,0,0,0,,1,1
91,8,1,1,8,0,0,1,0,0,勝った〜！！,2,1,0,1,,0,0,0,0,0,0,,1,1
92,8,2,1,9,0,0,1,0,0,同じくらいの強さだね！,2,1,0,1,,0,0,0,0,0,0,,1,1
93,8,3,1,10,0,0,1,0,0,負けちゃった〜・・・,4,1,0,1,,0,0,0,0,0,0,,1,1
94,8,4,1,8,0,0,1,0,0,%＜ペット名＞の勝ちだね♪,2,1,0,1,,0,0,0,0,0,0,,1,1
95,8,5,1,9,0,0,1,0,0,うぐぐ、もう一回！,1,1,0,1,,0,0,0,0,0,0,,1,1
96,8,6,1,10,0,0,1,0,0,%＜飼い主＞にはかなわないなー,1,1,0,1,,0,0,0,0,0,0,,1,1
97,8,7,1,8,0,0,1,0,0,ねむくなってきちゃった,6,1,0,1,,0,0,0,0,0,0,,1,1
98,8,8,1,9,0,0,1,0,0,次は%＜ペット名＞が勝つよ！,9,1,0,1,,0,0,0,0,0,0,,1,1
99,8,9,1,10,0,0,1,0,0,さすが%＜飼い主＞はつよいなー！,10,1,0,1,,0,0,0,0,0,0,,1,1
100,9,1,1,1,0,0,1,0,0,第一問！,1,1,0,1,,0,0,0,0,0,0,,1,1
101,9,2,1,1,0,0,1,0,0,最初の問題だよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
102,9,3,1,1,0,0,1,0,0,分かるかな？,1,1,0,1,,0,0,0,0,0,0,,1,1
103,9,4,1,1,0,0,1,0,0,いくよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
104,10,1,1,1,0,0,1,0,0,第二問！！,1,1,0,1,,0,0,0,0,0,0,,1,1
105,10,2,1,1,0,0,1,0,0,次の問題！,1,1,0,1,,0,0,0,0,0,0,,1,1
106,10,3,1,1,0,0,1,0,0,これはどう？,1,1,0,1,,0,0,0,0,0,0,,1,1
107,10,4,1,1,0,0,1,0,0,これは分かる？,1,1,0,1,,0,0,0,0,0,0,,1,1
108,11,1,1,1,0,0,1,0,0,第三問！！！,1,1,0,1,,0,0,0,0,0,0,,1,1
109,11,2,1,1,0,0,1,0,0,最後はこれ！,1,1,0,1,,0,0,0,0,0,0,,1,1
110,11,3,1,1,0,0,1,0,0,ラスト！,1,1,0,1,,0,0,0,0,0,0,,1,1
111,11,4,1,1,0,0,1,0,0,%＜飼い主＞、最後だよ！,1,1,0,1,,0,0,0,0,0,0,,1,1
112,12,1,1,7,0,0,1,0,0,・・・手を抜いたんだよね？,5,1,0,1,,0,0,0,0,0,0,,1,1
113,12,2,1,7,1,1,1,0,0,難しかったかな？,1,1,0,1,,0,0,0,0,0,0,,1,1
114,12,3,1,7,2,2,1,0,0,なかなかやるね！,2,1,0,1,,0,0,0,0,0,0,,1,1
115,12,4,1,7,3,3,1,0,0,すごい！かんぺきだね♪♪,11,1,0,1,,0,0,0,0,0,0,,1,1
116,12,5,1,7,0,0,1,0,0,・・・難しすぎた？,4,1,0,1,,0,0,0,0,0,0,,1,1
117,12,6,1,7,1,1,1,0,0,%＜飼い主＞頑張ってー,1,1,0,1,,0,0,0,0,0,0,,1,1
118,12,7,1,7,2,2,1,0,0,なかなかやるね！,2,1,0,1,,0,0,0,0,0,0,,1,1
119,12,8,1,7,3,3,1,0,0,さすが%＜飼い主＞だね！,11,1,0,1,,0,0,0,0,0,0,,1,1
120,12,9,1,7,0,0,1,0,0,うーん、頑張って！,1,1,0,1,,0,0,0,0,0,0,,1,1
121,12,10,1,7,1,1,1,0,0,%＜ペット名＞の問題、難しかった？,4,1,0,1,,0,0,0,0,0,0,,1,1
122,12,11,1,7,2,2,1,0,0,さすが%<飼い主>！,2,1,0,1,,0,0,0,0,0,0,,1,1
123,12,12,1,7,3,3,1,0,0,余裕だね！,11,1,0,1,,0,0,0,0,0,0,,1,1
124,12,13,1,7,0,0,1,0,0,%＜ペット名＞、かなしい…。,9,1,0,1,,0,0,0,0,0,0,,1,1
125,12,14,1,7,1,1,1,0,0,次は頑張ってね・・・,4,1,0,1,,0,0,0,0,0,0,,1,1
126,12,15,1,7,2,2,1,0,0,%＜ペット名＞も嬉しい！,2,1,0,1,,0,0,0,0,0,0,,1,1
127,12,16,1,7,3,3,1,0,0,%＜ペット名＞は%＜飼い主＞といれて嬉しいよ！,11,1,0,1,,0,0,0,0,0,0,,1,1
128,13,1,1,1,0,0,1,0,0,なんだか寂しくなっちゃった・・・,4,1,0,1,,0,0,0,0,1,0,,1,1
129,13,2,1,1,0,0,1,0,0,現在時刻は %＜現在時刻＞ です！,1,1,0,1,,0,0,0,0,1,0,,1,1
130,13,3,1,6,50,100,1,0,0,なんだか寂しいな～,4,1,0,1,,0,0,0,0,1,0,,1,1
131,13,4,1,6,80,100,1,0,0,%＜飼い主＞、好き！,10,1,0,1,,0,0,0,0,1,0,,1,1
132,13,5,1,6,100,100,1,0,0,%＜飼い主＞とずっと一緒にいたいよ！,11,1,0,1,,0,0,0,0,1,0,,1,1
133,13,6,1,12,0,0,1,0,0,ZZZ...zzz,7,1,0,1,,0,0,0,0,1,0,,1,1
134,13,7,1,12,0,0,1,0,0,ZZZ...%＜食べ物＞！！！・・ZZz..zzz,7,1,0,1,,0,0,0,0,1,0,,1,1
135,13,8,1,2,0,0,1,0,0,・・・もう・・・ダメ・・・,8,1,0,1,,0,0,0,0,1,0,,1,1
136,13,9,1,2,1,30,1,0,0,お腹が減ってクラクラするよ〜,8,1,0,1,,0,0,0,0,1,0,,1,1
137,13,10,1,2,31,50,1,0,0,そろそろご飯の時間かな〜,1,1,0,1,,0,0,0,0,1,0,,1,1
138,13,11,1,2,51,80,1,0,0,次は何を食べさせてくれるのかな〜,2,1,0,1,,0,0,0,0,1,0,,1,1
139,13,12,1,2,81,100,1,0,0,満腹だよ〜,2,1,0,1,,0,0,0,0,1,0,,1,1
140,13,13,1,4,1,30,1,0,0,うぅ・・・ねむい・・・,6,1,0,1,,0,0,0,0,1,0,,1,1
