1,13,1,1,1,0,0,1,0,0,AppleWatchにインストールして遊んでね！,1,1,0,1,,0,0,0,0,0,0,0
2,13,1,1,1,0,0,1,0,0,ぼくは言葉を食べると元気になるんだ！クイズしたり一緒に遊んでね♪,2,1,0,1,,0,0,0,0,0,0,0
3,13,1,1,1,0,0,1,0,0,眠たいと元気が出ないんだ。ちょっと寝たら眠気は大丈夫！,2,1,0,1,,0,0,0,0,0,0,0
4,13,1,1,1,0,0,1,0,0,トントンされると起きちゃうけど、起こさないでほしいな～,6,1,0,1,,0,0,0,0,0,0,0
5,13,1,1,1,0,0,1,0,0,ぼくの機嫌がいいと経験値もゴールドも増えるよ！,10,1,0,1,,0,0,0,0,0,0,0
6,13,1,1,1,0,0,1,0,0,クイズを完璧に解いてくれるとぼくはとてもうれしくなるんだ！,11,1,0,1,,0,0,0,0,0,0,0
7,13,1,1,1,0,0,1,0,0,ぼくは遊んでくれる人がいないとかなしくなっちゃうんだ…,4,1,0,1,,0,0,0,0,0,0,0
8,13,1,1,1,0,0,1,0,0,元気だと何やっても楽しいよね！,2,1,0,1,,0,0,0,0,0,0,0
9,13,1,1,1,0,0,1,0,0,ランクが上がるとスタミナが増えたり買えるアイテムが増えるよ！,2,1,0,1,,0,0,0,0,0,0,0
10,13,1,1,1,0,0,1,0,0,三目並べでぼくと戦ってくれるとうれしいな！,1,1,0,1,,0,0,0,0,0,0,0
11,13,1,1,1,0,0,1,0,0,SpellGridは文字を繋げて言葉を作るゲームだよ！解けるかな？,2,1,0,1,,0,0,0,0,0,0,0
12,13,1,1,1,0,0,1,0,0,SpellGridは言葉をつなげ終わったら画面を強く押してね！,1,1,0,1,,0,0,0,0,0,0,0
13,13,1,1,1,0,0,1,0,0,ぼくはいろんな服を着るのがすきなんだー,1,1,0,1,,0,0,0,0,0,0,0
14,13,1,1,1,0,0,1,0,0,クイズをいっぱい解いてくれるとそのジャンルに合った格好を探しに行くよ！,10,1,0,1,,0,0,0,0,0,0,0
15,13,1,1,1,0,0,1,0,0,ダイヤモンドを使ってアイテムを購入することも出来るよ！,1,1,0,1,,0,0,0,0,0,0,0
16,13,1,1,1,0,0,1,0,0,お金をいっぱい貯めるといいことがあるかも・・・？,5,1,0,1,,0,0,0,0,0,0,0
17,13,1,1,1,0,0,1,0,0,ランクは10まであるよ！到達すると解禁される衣装もあるんだって！,1,1,0,1,,0,0,0,0,0,0,0
18,13,1,1,1,0,0,1,0,0,スタミナが切れると疲れて動けなくなっちゃうから、スタミナのかけらやかたまりを使って回復してね。,1,1,0,1,,0,0,0,0,0,0,0
19,13,1,1,1,0,0,1,0,0,スタミナは時間が経つと回復するよ！,1,1,0,1,,0,0,0,0,0,0,0
20,13,1,1,1,0,0,1,0,0,通知を設定するとスタミナが回復した時やおなかが減った時に通知されるみたい！,1,1,0,1,,0,0,0,0,0,0,0
21,13,1,1,1,0,0,1,0,0,ぼくは遊ぶのが大好きなんだ～！,1,1,0,1,,0,0,0,0,0,0,0
22,13,1,1,1,0,0,1,0,0,眠るのっていいよね～,1,1,0,1,,0,0,0,0,0,0,0
23,13,1,1,1,0,0,1,0,0,クイズは時間があるからゆっくり考えてね！,1,1,0,1,,0,0,0,0,0,0,0
24,13,1,1,1,0,0,1,0,0,SpellGridは画面を強く押さないと回答出来ないから注意！,1,1,0,1,,0,0,0,0,0,0,0
25,13,1,1,1,0,0,1,0,0,君の声が聞きたいな♪,1,1,0,1,,0,0,0,0,0,0,0
26,13,1,1,1,0,0,1,0,0,たまにはのんびりするのもいいねー,1,1,0,1,,0,0,0,0,0,0,0
27,13,1,1,1,0,0,1,0,0,ぼくは君が言葉を教えてくれるのを楽しみにしてるんだ！,1,1,0,1,,0,0,0,0,0,0,0
28,13,1,1,1,0,0,1,0,0,おやつ食べたいな！,1,1,0,1,,0,0,0,0,0,0,0
29,13,1,1,1,0,0,1,0,0,きみと会えて嬉しいな♪,10,1,0,1,,0,0,0,0,0,0,0
30,13,1,1,1,0,0,1,0,0,きみもクイズを考えてみない？,1,1,0,1,,0,0,0,0,0,0,0
31,13,1,1,1,0,0,1,0,0,困ったことがあったらメールから問い合わせてね！,1,1,0,1,,0,0,0,0,0,0,0
32,13,1,1,1,0,0,1,0,0,通知を設定するとぼくの状態をきみにお知らせするよ！,1,1,0,1,,0,0,0,0,0,0,0